LocationID,AccountID,PolicyID,Region,State,PostalCode,Latitude,Longitude,HazardZoneID,Occupancy,ConstructionCode,YearBuilt,NumberOfStories,BuildingTIV_USD,ContentsTIV_USD,BusinessInterruptionTIV_USD,TotalTIV_USD
LOC000187,ACC0140,POL00019,Central,MO,57124,39.55951,-86.19412,HZ-C-14,Residential,WOOD,1981,12,2542108,860549,560324,3962981
LOC000188,ACC0003,POL00051,South,LA,43913,27.98437,-84.07538,HZ-S-04,Commercial,MASONRY,2007,12,285793,858059,789245,1933097
LOC000189,ACC0076,POL00213,East,NC,21253,36.75974,-78.82806,HZ-E-04,Residential,MASONRY,1994,10,2568725,1069552,158067,3796344
LOC000190,ACC0082,POL00035,South,FL,49356,29.28546,-91.23668,HZ-S-15,Residential,WOOD,1952,11,2285714,1032769,365219,3683702
LOC000191,ACC0085,POL00287,West,WA,65885,35.90261,-122.42992,HZ-W-06,Hospitality,MASONRY,2001,6,3455653,364675,776459,4596787
LOC000192,ACC0152,POL00220,South,LA,60965,31.6365,-82.33805,HZ-S-15,Residential,MASONRY,1976,9,1912503,849596,30610,2792709
LOC000193,ACC0030,POL00135,West,CA,97910,34.99136,-121.06614,HZ-W-15,Hospitality,STEEL,1999,20,2521572,233389,562968,3317929
LOC000194,ACC0158,POL00303,East,NJ,21108,38.9389,-73.30383,HZ-E-10,Commercial,STEEL,1965,8,1559301,758165,480101,2797567
LOC000195,ACC0099,POL00217,South,FL,34347,28.49617,-88.07148,HZ-S-19,Hospitality,MASONRY,2021,6,1665759,316450,535638,2517847
LOC000196,ACC0125,POL00070,East,NJ,35575,38.95528,-72.94134,HZ-E-01,Hospitality,CONCRETE,2002,16,884748,679722,472908,2037378
LOC000197,ACC0075,POL00017,East,VA,46025,38.52318,-73.42883,HZ-E-08,Commercial,STEEL,1971,15,2149754,370755,86686,2607195
LOC000198,ACC0094,POL00278,East,VA,15453,38.58171,-77.12478,HZ-E-18,Hospitality,MASONRY,2004,4,2405718,1091237,118710,3615665
LOC000199,ACC0090,POL00045,West,WA,67549,45.99696,-123.70993,HZ-W-09,Residential,MASONRY,1976,19,3251371,539111,312170,4102652
LOC000200,ACC0016,POL00292,West,WA,55982,41.85842,-116.93636,HZ-W-07,Industrial,MASONRY,1991,10,2659623,917931,174044,3751598
LOC000201,ACC0016,POL00142,South,TX,95969,32.33663,-97.28822,HZ-S-14,Commercial,MASONRY,1981,5,3698783,1098806,712296,5509885
LOC000202,ACC0097,POL00232,West,CA,19898,34.27475,-118.30838,HZ-W-14,Residential,CONCRETE,2015,9,3293851,843553,513234,4650638
LOC000203,ACC0118,POL00326,West,OR,97050,41.31129,-116.17983,HZ-W-03,Industrial,WOOD,2018,13,2007131,1043503,343187,3393821
LOC000204,ACC0141,POL00296,South,TX,27117,27.41683,-83.43313,HZ-S-11,Hospitality,STEEL,1956,2,3559661,464284,518746,4542691
LOC000205,ACC0052,POL00068,North,MA,95196,42.20643,-79.99324,HZ-N-14,Industrial,MASONRY,1985,3,168288,280544,165657,614489
LOC000206,ACC0161,POL00157,West,OR,40689,46.4608,-122.51027,HZ-W-13,Hospitality,WOOD,1962,1,445696,799812,696787,1942295
LOC000207,ACC0031,POL00217,South,FL,27324,31.11984,-99.81426,HZ-S-11,Hospitality,WOOD,1979,13,656583,494356,544676,1695615
LOC000208,ACC0165,POL00347,North,NY,28724,44.40494,-78.62871,HZ-N-05,Residential,WOOD,1971,15,532858,677145,385416,1595419
LOC000209,ACC0023,POL00052,South,FL,28351,30.54468,-91.15232,HZ-S-07,Residential,CONCRETE,1994,14,2734358,337454,431709,3503521
LOC000210,ACC0156,POL00146,South,FL,13515,25.75824,-88.93207,HZ-S-20,Industrial,MASONRY,2016,20,1139291,600843,675933,2416067
LOC000211,ACC0127,POL00198,East,NC,24777,34.43655,-72.71461,HZ-E-08,Commercial,CONCRETE,1959,17,1743122,639796,677558,3060476
LOC000212,ACC0094,POL00280,Central,IL,99514,38.48154,-87.4154,HZ-C-14,Commercial,CONCRETE,1959,1,1614555,683691,138394,2436640
LOC000213,ACC0130,POL00147,East,NJ,92388,41.38063,-72.35924,HZ-E-13,Hospitality,CONCRETE,2001,3,1199684,472445,41761,1713890
LOC000214,ACC0040,POL00275,West,WA,52827,33.33755,-123.28881,HZ-W-07,Hospitality,WOOD,1989,14,2683888,340194,290946,3315028
LOC000215,ACC0156,POL00029,West,CA,50539,46.79404,-122.95612,HZ-W-20,Commercial,WOOD,1951,5,342875,532711,90400,965986
LOC000216,ACC0043,POL00191,West,CA,26637,40.27557,-116.59744,HZ-W-09,Industrial,WOOD,1953,11,2182106,747093,548410,3477609
LOC000217,ACC0128,POL00234,West,OR,76949,43.39717,-118.81013,HZ-W-03,Industrial,WOOD,2013,19,2297203,153949,275722,2726874
LOC000218,ACC0001,POL00023,South,FL,11610,31.06708,-97.69333,HZ-S-17,Commercial,WOOD,2010,12,1170034,235807,601790,2007631
LOC000219,ACC0058,POL00165,East,NJ,42540,40.42492,-74.00185,HZ-E-14,Hospitality,STEEL,1984,3,850616,94162,579720,1524498
LOC000220,ACC0103,POL00036,East,NJ,70960,35.78548,-75.38958,HZ-E-02,Industrial,STEEL,1991,3,2205712,130461,188056,2524229
LOC000221,ACC0063,POL00238,East,NJ,58270,38.51045,-76.87263,HZ-E-20,Hospitality,MASONRY,2019,8,1647359,440837,305759,2393955
LOC000222,ACC0086,POL00001,North,MA,96154,41.73212,-71.60426,HZ-N-01,Hospitality,STEEL,1963,7,200286,508631,567851,1276768
LOC000223,ACC0024,POL00023,East,NJ,40339,41.78047,-78.00339,HZ-E-09,Hospitality,STEEL,2008,3,1860835,1051859,62804,2975498
LOC000224,ACC0061,POL00150,East,NC,44208,38.73517,-78.56402,HZ-E-05,Industrial,CONCRETE,1991,11,659997,847014,78465,1585476
LOC000225,ACC0028,POL00085,East,NJ,68925,40.2395,-74.90704,HZ-E-05,Hospitality,STEEL,2002,4,413261,445119,142723,1001103
LOC000226,ACC0176,POL00156,East,NJ,89076,36.12006,-78.16061,HZ-E-06,Residential,MASONRY,1991,5,1995477,666568,485854,3147899
LOC000227,ACC0008,POL00208,North,NY,69270,40.24475,-77.01159,HZ-N-06,Commercial,WOOD,2009,4,1592093,850984,538401,2981478
LOC000228,ACC0051,POL00206,West,CA,58790,45.28596,-115.15689,HZ-W-05,Residential,STEEL,1959,1,609411,45075,64664,719150
LOC000229,ACC0032,POL00022,Central,IL,70423,35.82781,-87.29087,HZ-C-11,Residential,MASONRY,2023,14,3885342,949942,135047,4970331
LOC000230,ACC0048,POL00141,Central,MO,46681,41.14892,-97.40789,HZ-C-07,Hospitality,MASONRY,1954,20,2180904,81828,401320,2664052
LOC000231,ACC0023,POL00144,East,NJ,60202,37.29594,-75.14518,HZ-E-02,Commercial,CONCRETE,1975,17,2814882,638880,523125,3976887
LOC000232,ACC0125,POL00177,South,LA,84141,32.03724,-92.81776,HZ-S-18,Industrial,CONCRETE,1984,6,3433826,60957,401078,3895861
LOC000233,ACC0092,POL00300,North,PA,40508,40.29296,-70.08469,HZ-N-17,Commercial,WOOD,1981,8,1018637,81453,294579,1394669
LOC000234,ACC0045,POL00091,South,LA,41005,32.61855,-84.05219,HZ-S-12,Industrial,STEEL,2025,1,334497,480139,603656,1418292
LOC000235,ACC0139,POL00159,West,OR,33010,47.1739,-116.46973,HZ-W-16,Hospitality,WOOD,1961,2,2480902,318010,590462,3389374
LOC000236,ACC0034,POL00175,South,FL,33260,25.00615,-81.64208,HZ-S-07,Industrial,WOOD,1952,5,183584,1124042,501207,1808833
LOC000237,ACC0170,POL00203,East,NJ,86810,40.88536,-72.27609,HZ-E-12,Residential,STEEL,1988,11,3347928,252617,551860,4152405
LOC000238,ACC0144,POL00315,North,NY,56769,44.80331,-73.5082,HZ-N-06,Commercial,MASONRY,1998,10,3171707,936179,670318,4778204
LOC000239,ACC0101,POL00291,West,OR,14244,32.02877,-117.68192,HZ-W-19,Commercial,STEEL,1978,19,634137,392681,764234,1791052
LOC000240,ACC0043,POL00326,North,MA,21629,40.38903,-76.5319,HZ-N-11,Industrial,CONCRETE,1951,9,689901,714510,781549,2185960
LOC000241,ACC0099,POL00225,South,LA,65004,32.08318,-85.59173,HZ-S-02,Commercial,CONCRETE,2013,13,384351,755012,269125,1408488
LOC000242,ACC0116,POL00038,South,TX,14379,30.85873,-86.25679,HZ-S-06,Industrial,WOOD,1990,9,525422,1025561,606135,2157118
LOC000243,ACC0087,POL00305,Central,IL,90431,36.44814,-98.87496,HZ-C-03,Hospitality,WOOD,2005,6,1533647,376736,393696,2304079
LOC000244,ACC0179,POL00284,East,VA,80795,36.64876,-72.17921,HZ-E-14,Industrial,STEEL,1988,8,758941,132314,106176,997431
LOC000245,ACC0023,POL00151,North,MA,96772,40.76795,-76.39171,HZ-N-14,Hospitality,MASONRY,1962,1,2498176,1172726,514796,4185698
LOC000246,ACC0121,POL00251,South,LA,96643,32.59392,-93.83293,HZ-S-13,Industrial,WOOD,2019,13,1323945,191832,496574,2012351
LOC000247,ACC0058,POL00138,South,TX,83956,25.40155,-91.20519,HZ-S-09,Residential,MASONRY,1962,3,1649382,411292,467429,2528103
LOC000248,ACC0108,POL00275,West,WA,72236,32.97574,-120.51605,HZ-W-17,Commercial,CONCRETE,1988,3,1836385,497128,580493,2914006
LOC000249,ACC0038,POL00062,East,NC,68856,41.20364,-73.39685,HZ-E-20,Commercial,MASONRY,1977,7,245661,1072983,598967,1917611
LOC000250,ACC0067,POL00164,North,MA,18783,44.98635,-73.72774,HZ-N-20,Residential,CONCRETE,2021,13,428701,933085,211727,1573513
LOC000251,ACC0108,POL00058,East,VA,64321,40.29241,-74.63859,HZ-E-17,Commercial,MASONRY,2022,19,2279730,980825,12964,3273519
LOC000252,ACC0089,POL00211,East,NJ,44620,40.23636,-73.49978,HZ-E-18,Hospitality,CONCRETE,2023,20,3979429,241532,590016,4810977
LOC000253,ACC0010,POL00203,East,NJ,53449,38.94596,-74.23431,HZ-E-13,Commercial,WOOD,2010,9,1255170,865097,150840,2271107
LOC000254,ACC0059,POL00069,Central,IL,49384,37.52312,-92.62571,HZ-C-04,Hospitality,STEEL,1984,14,1517113,655552,326053,2498718
LOC000255,ACC0133,POL00192,East,NJ,17367,41.30746,-76.14981,HZ-E-16,Commercial,WOOD,1989,17,888259,946346,221659,2056264
LOC000256,ACC0064,POL00017,East,NC,69827,35.54211,-73.16949,HZ-E-02,Residential,STEEL,1975,9,3788188,80708,182176,4051072
LOC000257,ACC0096,POL00251,East,VA,87862,41.38459,-74.23178,HZ-E-08,Hospitality,MASONRY,2010,19,2218653,852448,666275,3737376
LOC000258,ACC0099,POL00026,East,VA,31352,40.64696,-78.36726,HZ-E-01,Commercial,MASONRY,1978,7,785825,562449,785342,2133616
LOC000259,ACC0154,POL00005,South,TX,39329,25.08008,-81.76969,HZ-S-06,Industrial,STEEL,1985,14,2252857,62052,715338,3030247
LOC000260,ACC0102,POL00300,Central,MO,23410,39.20028,-89.84206,HZ-C-20,Residential,STEEL,2021,20,2025177,548479,228808,2802464
LOC000261,ACC0071,POL00134,East,VA,95998,34.5107,-72.08147,HZ-E-11,Industrial,MASONRY,1969,17,2970636,246711,505139,3722486
LOC000262,ACC0168,POL00255,West,CA,48745,37.11337,-122.74063,HZ-W-01,Industrial,CONCRETE,2001,13,3478217,867455,692616,5038288
LOC000263,ACC0164,POL00244,West,WA,98063,43.6248,-121.99873,HZ-W-18,Industrial,STEEL,1971,18,3069856,418280,359836,3847972
LOC000264,ACC0175,POL00172,South,FL,95778,27.32787,-83.83312,HZ-S-06,Residential,MASONRY,1995,8,2074598,288318,776909,3139825
LOC000265,ACC0121,POL00028,West,OR,93151,36.16895,-121.35354,HZ-W-04,Residential,CONCRETE,1974,17,1863589,714822,389737,2968148
LOC000266,ACC0036,POL00103,North,PA,54914,42.06554,-71.29151,HZ-N-05,Hospitality,CONCRETE,1968,11,1700836,1131151,312848,3144835
LOC000267,ACC0163,POL00030,Central,IL,10617,37.99367,-85.20039,HZ-C-11,Hospitality,STEEL,1976,6,3367116,189473,511265,4067854
LOC000268,ACC0110,POL00245,East,NJ,60242,38.91584,-74.56559,HZ-E-13,Residential,WOOD,2018,7,2153435,204636,135691,2493762
LOC000269,ACC0161,POL00128,West,CA,39657,45.33166,-122.28481,HZ-W-01,Industrial,STEEL,1966,4,3841345,695729,793612,5330686
LOC000270,ACC0117,POL00267,East,NC,88167,40.59075,-76.91258,HZ-E-10,Industrial,CONCRETE,1967,11,1383939,370266,68458,1822663
LOC000271,ACC0005,POL00117,Central,MO,39402,43.53276,-86.22692,HZ-C-13,Commercial,MASONRY,1952,19,1606807,415158,172892,2194857
LOC000272,ACC0160,POL00025,East,NJ,87846,41.01235,-77.20948,HZ-E-18,Residential,WOOD,1952,2,1637595,98356,393417,2129368
LOC000273,ACC0053,POL00323,West,OR,11219,40.75652,-119.73043,HZ-W-05,Industrial,CONCRETE,1962,17,1963589,817449,129598,2910636
LOC000274,ACC0031,POL00145,South,LA,24943,32.47587,-97.90172,HZ-S-20,Residential,CONCRETE,1975,20,3039059,307652,439170,3785881
LOC000275,ACC0011,POL00281,South,TX,75058,28.2213,-91.80488,HZ-S-06,Commercial,CONCRETE,1992,8,3587558,1117116,211469,4916143
LOC000276,ACC0131,POL00039,North,PA,23276,43.34511,-78.50856,HZ-N-03,Industrial,MASONRY,2008,10,473304,251590,602042,1326936
LOC000277,ACC0110,POL00060,South,FL,22451,32.67024,-92.79571,HZ-S-11,Residential,WOOD,1967,6,518628,386376,41360,946364
LOC000278,ACC0030,POL00206,South,TX,62461,25.83656,-83.70071,HZ-S-06,Hospitality,STEEL,1999,16,2708047,582685,768677,4059409
LOC000279,ACC0027,POL00214,West,WA,87430,34.12019,-117.4623,HZ-W-06,Hospitality,CONCRETE,1973,20,3816672,369760,118548,4304980
LOC000280,ACC0124,POL00250,East,VA,24802,41.0396,-73.90905,HZ-E-05,Hospitality,CONCRETE,1955,3,2664223,80432,717712,3462367
LOC000281,ACC0133,POL00268,South,TX,91033,30.18984,-88.69976,HZ-S-11,Residential,CONCRETE,1981,16,151842,1120622,779746,2052210
LOC000282,ACC0014,POL00006,South,LA,94331,32.5513,-88.83312,HZ-S-20,Commercial,CONCRETE,2013,6,2790245,827144,155875,3773264
LOC000283,ACC0141,POL00330,North,MA,59628,44.85073,-79.49649,HZ-N-08,Hospitality,MASONRY,1960,15,1444835,525186,346968,2316989
LOC000284,ACC0168,POL00010,East,NC,23453,37.57654,-78.16905,HZ-E-16,Hospitality,CONCRETE,1954,18,1979461,204591,522669,2706721
LOC000285,ACC0088,POL00187,East,NJ,17113,38.49866,-74.41783,HZ-E-15,Commercial,CONCRETE,1992,18,3420979,658788,533030,4612797
LOC000286,ACC0001,POL00175,West,WA,56548,39.24052,-123.12307,HZ-W-08,Industrial,STEEL,1963,2,2084466,781883,750689,3617038
LOC000287,ACC0101,POL00111,Central,MO,69905,37.2886,-97.06118,HZ-C-04,Commercial,STEEL,1963,14,689086,878177,112157,1679420
LOC000288,ACC0035,POL00256,North,PA,10568,42.28694,-74.10684,HZ-N-17,Residential,CONCRETE,2024,16,3612587,278409,472388,4363384
LOC000289,ACC0156,POL00165,Central,IL,76074,42.3372,-98.44669,HZ-C-20,Hospitality,CONCRETE,1981,9,3001693,384171,765979,4151843
LOC000290,ACC0077,POL00281,East,VA,51144,35.10544,-74.78233,HZ-E-17,Commercial,MASONRY,1976,20,1333853,969686,139850,2443389
LOC000291,ACC0139,POL00327,West,WA,52255,42.40138,-115.37506,HZ-W-17,Residential,STEEL,2021,16,1548266,298232,744904,2591402
LOC000292,ACC0109,POL00007,East,NC,78515,39.98295,-73.11027,HZ-E-10,Residential,WOOD,1998,5,3078474,895514,706995,4680983
LOC000293,ACC0038,POL00032,North,NY,48684,43.92766,-70.16468,HZ-N-09,Commercial,WOOD,1995,15,938451,579894,786626,2304971
LOC000294,ACC0131,POL00148,North,PA,97096,43.71206,-74.38729,HZ-N-08,Residential,CONCRETE,1999,14,3201656,1198358,235203,4635217
LOC000295,ACC0114,POL00116,Central,OK,93071,35.11669,-96.22988,HZ-C-20,Industrial,MASONRY,1974,10,1411365,1177889,56415,2645669
LOC000296,ACC0110,POL00143,East,NC,82954,39.88064,-78.16452,HZ-E-02,Industrial,MASONRY,1970,19,412345,412118,182237,1006700
LOC000297,ACC0153,POL00027,Central,IL,91968,43.43745,-99.40089,HZ-C-11,Industrial,CONCRETE,2023,18,1486480,997967,744163,3228610
LOC000298,ACC0041,POL00213,South,LA,81182,33.61289,-89.58787,HZ-S-17,Hospitality,WOOD,1994,8,1433197,1121833,230646,2785676
LOC000299,ACC0136,POL00244,Central,OK,83575,37.64217,-85.74538,HZ-C-20,Residential,WOOD,1994,15,1492020,714296,378323,2584639
LOC000300,ACC0099,POL00132,South,LA,80809,31.14296,-93.58126,HZ-S-04,Industrial,WOOD,2016,12,2674048,531342,41814,3247204
LOC000301,ACC0132,POL00043,East,NC,22577,36.37147,-74.4393,HZ-E-11,Commercial,WOOD,1958,7,1968801,1040903,45981,3055685
LOC000302,ACC0166,POL00037,West,CA,99921,35.28927,-116.54126,HZ-W-14,Commercial,WOOD,2008,11,3727866,909631,108975,4746472
LOC000303,ACC0067,POL00209,North,NY,60860,42.79042,-74.25038,HZ-N-08,Hospitality,CONCRETE,2005,11,327616,393276,264144,985036
LOC000304,ACC0012,POL00038,North,PA,56884,43.20711,-73.81651,HZ-N-19,Residential,STEEL,1988,20,596210,1141628,6185,1744023
LOC000305,ACC0035,POL00201,North,MA,81529,40.1541,-78.43677,HZ-N-08,Industrial,MASONRY,1988,12,1699764,848612,692818,3241194
LOC000306,ACC0101,POL00276,Central,IL,81765,36.10912,-99.92455,HZ-C-20,Residential,STEEL,1976,12,2421648,1184065,148241,3753954
LOC000307,ACC0050,POL00059,South,LA,33770,26.44859,-95.58424,HZ-S-09,Residential,CONCRETE,2020,3,3671277,1094900,149375,4915552
LOC000308,ACC0092,POL00066,South,FL,97988,31.5303,-90.25619,HZ-S-11,Commercial,WOOD,1986,20,1151460,225945,207007,1584412
LOC000309,ACC0040,POL00290,North,NY,84299,41.64173,-73.40578,HZ-N-19,Industrial,STEEL,2004,6,1432890,1038924,472536,2944350
LOC000310,ACC0035,POL00348,North,NY,53458,43.69908,-75.63876,HZ-N-12,Hospitality,CONCRETE,2007,12,3395297,484573,746794,4626664
LOC000311,ACC0036,POL00276,West,OR,35746,42.32883,-123.26224,HZ-W-09,Industrial,WOOD,1959,1,2413879,248238,184308,2846425
LOC000312,ACC0140,POL00277,Central,OK,71879,36.91485,-99.45016,HZ-C-09,Commercial,STEEL,2000,8,230838,869628,618697,1719163
LOC000313,ACC0094,POL00258,Central,OK,11388,39.18231,-92.34382,HZ-C-13,Commercial,MASONRY,2015,5,3175376,630269,140384,3946029
LOC000314,ACC0057,POL00250,East,NJ,40375,39.85604,-72.42577,HZ-E-02,Residential,STEEL,1997,8,2475474,326601,771667,3573742
LOC000315,ACC0011,POL00333,North,NY,52476,42.34837,-75.45357,HZ-N-02,Residential,STEEL,1983,19,2272168,777599,406945,3456712
LOC000316,ACC0133,POL00129,East,NJ,59326,38.70143,-72.71241,HZ-E-03,Commercial,CONCRETE,1995,12,1679824,813810,383041,2876675
LOC000317,ACC0020,POL00264,East,VA,94341,41.05627,-75.92071,HZ-E-08,Industrial,MASONRY,1969,6,3821068,33836,526214,4381118
LOC000318,ACC0124,POL00346,North,PA,72759,41.15173,-71.88827,HZ-N-04,Hospitality,MASONRY,2025,6,3108585,268156,693223,4069964
LOC000319,ACC0162,POL00263,West,OR,15136,34.04616,-118.66887,HZ-W-05,Commercial,WOOD,1971,9,194145,531013,45240,770398
LOC000320,ACC0056,POL00230,Central,OK,89498,41.55177,-87.68045,HZ-C-03,Hospitality,CONCRETE,1971,8,1800607,59049,754500,2614156
LOC000321,ACC0117,POL00306,Central,OK,87410,40.93684,-96.03219,HZ-C-11,Residential,MASONRY,1998,13,698578,401438,653484,1753500
LOC000322,ACC0025,POL00091,North,NY,72373,43.42184,-71.73486,HZ-N-20,Residential,WOOD,1961,16,948711,1116205,528859,2593775
LOC000323,ACC0012,POL00272,West,WA,66224,42.38771,-119.3016,HZ-W-12,Commercial,CONCRETE,1998,12,2361929,22517,711521,3095967
LOC000324,ACC0022,POL00146,East,NC,88419,35.07106,-75.66001,HZ-E-08,Hospitality,STEEL,1974,1,3907836,224927,446157,4578920
LOC000325,ACC0177,POL00162,West,CA,63588,40.31619,-120.62473,HZ-W-07,Industrial,WOOD,1969,14,2524253,1115847,123552,3763652
LOC000326,ACC0053,POL00212,West,OR,82365,41.03472,-118.49307,HZ-W-13,Hospitality,MASONRY,1997,18,1195983,1144293,444136,2784412
LOC000327,ACC0059,POL00229,East,VA,31206,37.18504,-78.03352,HZ-E-04,Residential,MASONRY,2015,13,1386196,742167,739764,2868127
LOC000328,ACC0038,POL00242,West,WA,88675,38.22566,-118.27711,HZ-W-03,Hospitality,WOOD,1958,9,2675409,129162,168546,2973117
LOC000329,ACC0168,POL00267,South,FL,47548,28.45893,-80.31104,HZ-S-20,Residential,MASONRY,2013,15,2654452,99178,759687,3513317
LOC000330,ACC0133,POL00119,North,PA,90634,40.97373,-72.16041,HZ-N-17,Commercial,WOOD,1996,8,3471842,1106646,299899,4878387
LOC000331,ACC0052,POL00266,West,CA,12014,37.65004,-120.44371,HZ-W-19,Residential,WOOD,2020,10,464245,598681,418836,1481762
LOC000332,ACC0050,POL00233,West,WA,62947,47.4126,-121.51143,HZ-W-20,Residential,STEEL,1972,14,3937825,750008,364354,5052187
LOC000333,ACC0066,POL00276,East,NC,85352,36.71973,-78.18094,HZ-E-17,Industrial,CONCRETE,1998,19,403608,1075222,308545,1787375
LOC000334,ACC0124,POL00060,East,NJ,43792,39.45276,-72.72433,HZ-E-01,Residential,CONCRETE,1978,8,3277073,732320,481137,4490530
LOC000335,ACC0074,POL00048,West,OR,62288,32.15557,-116.51041,HZ-W-08,Industrial,WOOD,2020,6,1580993,1103187,561671,3245851
LOC000336,ACC0128,POL00103,East,VA,40783,41.57694,-74.21825,HZ-E-07,Commercial,STEEL,1976,8,1016732,584292,191663,1792687
LOC000337,ACC0174,POL00340,South,FL,74574,32.01045,-97.60243,HZ-S-03,Residential,WOOD,2011,12,3607842,766643,163573,4538058
LOC000338,ACC0072,POL00204,East,VA,39110,35.46297,-73.65016,HZ-E-17,Commercial,WOOD,2017,14,3866993,596156,514646,4977795
LOC000339,ACC0118,POL00062,East,NC,77922,37.14974,-74.19563,HZ-E-06,Hospitality,STEEL,1951,1,236577,1073766,364158,1674501
LOC000340,ACC0141,POL00135,West,OR,41082,37.78564,-116.24342,HZ-W-06,Industrial,CONCRETE,1993,12,2536925,231283,341244,3109452
LOC000341,ACC0072,POL00231,South,TX,33578,31.76976,-92.69844,HZ-S-13,Commercial,MASONRY,1962,9,983037,898901,734750,2616688
LOC000342,ACC0122,POL00005,West,WA,33148,34.3335,-115.36767,HZ-W-05,Hospitality,CONCRETE,1967,17,1912856,818770,205587,2937213
LOC000343,ACC0102,POL00051,East,VA,31409,36.00779,-72.99049,HZ-E-02,Residential,MASONRY,1982,16,3393925,1040516,314608,4749049
LOC000344,ACC0089,POL00011,Central,IL,63970,38.24866,-91.59475,HZ-C-09,Residential,STEEL,1975,19,1986827,721825,272387,2981039
LOC000345,ACC0115,POL00041,East,NC,59947,36.84087,-74.28765,HZ-E-16,Industrial,CONCRETE,1968,6,2358373,386034,298433,3042840
LOC000346,ACC0082,POL00335,West,OR,48188,33.26579,-120.90737,HZ-W-11,Industrial,CONCRETE,1984,15,1869226,868869,74809,2812904
LOC000347,ACC0033,POL00121,West,OR,96772,38.62382,-122.34502,HZ-W-01,Industrial,WOOD,1976,6,3236901,1112481,472161,4821543
LOC000348,ACC0022,POL00054,East,NJ,44400,34.4306,-73.60346,HZ-E-17,Commercial,WOOD,1999,10,367564,1012342,575074,1954980
LOC000349,ACC0008,POL00018,South,LA,96972,26.13771,-89.46515,HZ-S-06,Industrial,STEEL,2010,15,1291917,949374,656912,2898203
LOC000350,ACC0046,POL00303,Central,OK,88326,36.21603,-85.77271,HZ-C-18,Hospitality,CONCRETE,2017,18,1242588,1170382,466453,2879423
LOC000351,ACC0106,POL00134,South,TX,30410,32.24237,-91.16279,HZ-S-12,Industrial,WOOD,1950,17,2120193,1151766,238161,3510120
LOC000352,ACC0123,POL00154,West,CA,11197,40.56158,-117.81007,HZ-W-16,Hospitality,STEEL,1979,1,1542357,621384,491989,2655730
LOC000353,ACC0097,POL00113,East,NJ,44469,37.15802,-77.85711,HZ-E-13,Residential,CONCRETE,1980,17,1826945,1195567,458339,3480851
LOC000354,ACC0106,POL00097,West,WA,18973,42.37531,-119.2125,HZ-W-09,Commercial,MASONRY,1987,4,3487214,590142,298505,4375861
LOC000355,ACC0039,POL00026,East,NC,80119,38.98203,-77.68547,HZ-E-01,Residential,MASONRY,1963,10,1999043,590706,734498,3324247
LOC000356,ACC0088,POL00216,South,LA,50838,25.81177,-99.7055,HZ-S-07,Hospitality,STEEL,2009,2,1938852,37205,244119,2220176
LOC000357,ACC0065,POL00196,South,FL,11653,25.64246,-90.59706,HZ-S-07,Residential,MASONRY,1999,15,335041,578898,411484,1325423
LOC000358,ACC0122,POL00200,South,FL,99318,31.93896,-89.57722,HZ-S-07,Industrial,STEEL,1970,2,935420,986440,771041,2692901
LOC000359,ACC0014,POL00342,West,WA,38545,39.69967,-121.31068,HZ-W-12,Residential,MASONRY,2005,11,2284923,276149,265617,2826689
LOC000360,ACC0149,POL00244,North,MA,88146,43.94572,-79.9107,HZ-N-02,Commercial,STEEL,1961,8,2552396,270923,415035,3238354
LOC000361,ACC0180,POL00275,North,NY,24076,43.12566,-79.40225,HZ-N-05,Commercial,CONCRETE,1979,11,2977060,729722,796456,4503238
LOC000362,ACC0092,POL00069,Central,OK,42859,41.5987,-99.67971,HZ-C-13,Residential,CONCRETE,2006,18,3273819,748378,460030,4482227
LOC000363,ACC0071,POL00307,South,LA,82682,26.67964,-93.04671,HZ-S-15,Commercial,WOOD,2017,5,2155594,417988,594229,3167811
LOC000364,ACC0048,POL00010,East,VA,91229,34.00576,-74.53382,HZ-E-13,Industrial,MASONRY,1991,3,2371660,789891,476136,3637687
LOC000365,ACC0040,POL00314,West,WA,47110,40.38512,-119.52206,HZ-W-18,Industrial,CONCRETE,1991,4,3535343,832627,199092,4567062
LOC000366,ACC0125,POL00099,North,PA,22943,40.89319,-79.68726,HZ-N-04,Residential,CONCRETE,2012,17,379675,111807,136078,627560
LOC000367,ACC0054,POL00336,East,NC,74409,35.76578,-73.97508,HZ-E-01,Residential,CONCRETE,1957,12,1173484,122940,384150,1680574
LOC000368,ACC0011,POL00037,East,VA,49833,34.4664,-74.68147,HZ-E-17,Residential,MASONRY,2016,4,3547829,793993,742846,5084668
LOC000369,ACC0161,POL00092,North,NY,83193,40.9656,-73.43123,HZ-N-19,Hospitality,WOOD,2023,12,2329948,828097,198663,3356708
LOC000370,ACC0130,POL00173,West,WA,96184,34.66895,-122.37643,HZ-W-13,Commercial,CONCRETE,1995,11,2890228,915641,109159,3915028
LOC000371,ACC0156,POL00124,East,VA,83812,40.11347,-75.98588,HZ-E-11,Commercial,CONCRETE,2020,9,3643574,799552,432373,4875499
LOC000372,ACC0005,POL00266,East,VA,27705,39.81051,-72.1193,HZ-E-20,Industrial,WOOD,1988,8,1976950,852759,205,2829914
LOC000373,ACC0040,POL00049,South,TX,14946,29.60144,-88.58664,HZ-S-19,Hospitality,STEEL,1969,5,191022,598724,580557,1370303
